,PPO,MinVariance,DJIA
2019-05-30,1784360.4220904396,1664558.947952254,1411422.3430043359
2019-05-31,1757828.5532614992,1646528.6443925342,1391524.2893290184
2019-06-03,1762798.6016947534,1663607.5910087193,1391790.1019780864
2019-06-04,1798163.0799482935,1680855.8000310883,1420523.386967908
2019-06-05,1817576.021143469,1699273.3658759806,1432152.9915532472
2019-06-06,1829467.7705988067,1712558.0786575752,1442307.7576003305
2019-06-07,1847279.5936258142,1723446.4333312442,1457071.3666986802
2019-06-10,1849827.5792221562,1720197.361930807,1461486.7918932291
2019-06-11,1852628.338852294,1724272.6758335975,1460692.20154754
2019-06-12,1850521.508411011,1731506.5086339687,1458242.8261525037
2019-06-13,1858544.5273950333,1739026.9082736652,1463959.1671466518
2019-06-14,1857232.0789362385,1746240.5980254007,1462996.8968810113
2019-06-17,1857586.4790197427,1741423.331533963,1464282.1508722806
2019-06-18,1880158.5679650465,1744877.0248508337,1484077.4718468045
2019-06-19,1886049.4707853887,1752457.1700811796,1486234.201424655
2019-06-20,1901602.990917588,1760750.1363226746,1500206.6153945061
2019-06-21,1901626.8933326616,1758472.1912614848,1498297.8461946899
2019-06-24,1899703.907611714,1761896.3837460596,1498769.343291615
2019-06-25,1885618.6977832897,1759050.1355698642,1488713.9147281346
2019-06-26,1882507.7070733448,1741618.2969747633,1488074.6281881225
2019-06-27,1883418.3941308826,1743447.8394953383,1487500.3983904042
2019-06-28,1887856.6469608236,1748708.5969266626,1491615.292102035
2019-07-01,1901495.4791290849,1758591.8972738283,1498202.451543953
2019-07-02,1908913.5117103984,1772546.3574052865,1502085.7038246903
2019-07-03,1924278.8354422082,1787819.1742224554,1512141.2419113058
2019-07-05,1919455.12716644,1782787.7458542995,1509680.5856333466
2019-07-08,1910998.557922399,1780490.5719287484,1503176.9923435664
2019-07-09,1908374.630342802,1776453.9842436207,1501906.8525449508
2019-07-10,1915207.299358671,1783850.0855692236,1506208.3736789182
2019-07-11,1923486.8799682716,1784444.444646,1518986.9854753704
2019-07-12,1936046.6687359496,1787871.469514951,1532666.6441049008
2019-07-15,1940299.176097146,1792683.4110814238,1534188.029975606
2019-07-16,1936485.0764060828,1790468.8644707352,1532868.604766162
2019-07-17,1926417.8115226985,1783467.3365435032,1526376.0733130344
2019-07-18,1933672.689994852,1786752.122618093,1526551.0912830427
2019-07-19,1922252.5120917242,1769639.9250323817,1522694.6721704232
2019-07-22,1922687.312745602,1764447.7412479282,1523687.2803445072
2019-07-23,1935142.773928616,1775901.8872721025,1533628.9143705415
2019-07-24,1934066.5262513184,1774836.074124426,1529186.656007875
2019-07-25,1928953.2688191598,1775419.3658220218,1521953.419591564
2019-07-26,1934418.3006314621,1787869.2629513536,1524839.573249675
2019-07-29,1939286.9029147225,1793455.2523012192,1526460.187080848
2019-07-30,1936158.2838884091,1792618.942128691,1525151.933231192
2019-07-31,1917316.0516524548,1769850.8743915702,1506436.6198926214
2019-08-01,1897132.940465498,1756609.8077210393,1490687.7406702444
2019-08-02,1886939.0581136062,1763636.7652352098,1485169.307981356
2019-08-05,1836160.368075054,1727558.6150436944,1442144.0205132451
2019-08-06,1857718.3344295763,1746462.392252297,1459627.308104241
2019-08-07,1853487.0259183699,1746888.0742886716,1458368.4491885484
2019-08-08,1880020.9613501607,1769971.5404470102,1479179.2686724076
2019-08-09,1878305.3498949688,1770969.7732419656,1474090.3857196728
2019-08-12,1859547.701126844,1752310.1156017631,1452164.7302428754
2019-08-13,1888093.002265814,1772644.556812131,1473668.174033576
2019-08-14,1835520.4883618844,1732670.4448472331,1428780.0075592867
2019-08-15,1842237.2523571851,1753726.7165683154,1434385.9492331792
2019-08-16,1866181.3556528522,1770573.3319708612,1451579.8767010449
2019-08-19,1883013.9430547538,1783381.9729372673,1465586.4618890705
2019-08-20,1867614.6428153168,1766722.0106804129,1455865.7360266824
2019-08-21,1883503.583110068,1778012.915950231,1469340.2578240316
2019-08-22,1885108.7039444863,1779689.7070815414,1472116.559777563
2019-08-23,1841159.7180304804,1745227.137450559,1437162.2511867105
2019-08-26,1864230.844784177,1766742.0832515839,1452298.7865603284
2019-08-27,1860998.9423323898,1769454.7037336852,1445517.5521228814
2019-08-28,1875374.3902815296,1781585.917820531,1459996.291546643
2019-08-29,1898857.1608346996,1792077.529577948,1478285.4503662507
2019-08-30,1902258.5768363578,1792069.9813196936,1480586.2028668558
2019-09-03,1885465.6988752445,1789743.4490336627,1464590.0204052553
2019-09-04,1905205.1684531374,1802756.242853238,1477905.295564061
2019-09-05,1930755.2036763942,1808295.9028173727,1498803.6240329244
2019-09-06,1934310.4668096346,1812839.8355475313,1502690.271530852
2019-09-09,1932702.8113189223,1803310.226576385,1504823.891727181
2019-09-10,1933296.110375854,1797685.6697900454,1508969.0138241197
2019-09-11,1947535.0816086323,1806352.4816130816,1521732.4019047827
2019-09-12,1952158.9405300182,1815802.5881284755,1524278.8147975833
2019-09-13,1952252.963771572,1813557.7065200042,1526357.56390319
2019-09-16,1940350.8844905924,1800414.3242953927,1518355.584601091
2019-09-17,1944801.1964637085,1808859.2533479475,1520261.068106852
2019-09-18,1947671.806983081,1813275.2894956106,1522295.4603427132
2019-09-19,1945240.163571085,1814042.285745191,1519363.1974446937
2019-09-20,1939512.6024625124,1814609.473570953,1510406.833542687
2019-09-23,1942122.2378933243,1819216.8928855178,1511243.4807722827
2019-09-24,1930376.8919388454,1816981.3010985912,1503268.3346383015
2019-09-25,1941597.8271190447,1815025.396325925,1512405.4117133461
2019-09-26,1936614.2663404942,1810797.2920616334,1507942.2344318614
2019-09-27,1931198.5069803034,1808316.8722126894,1503968.1874720647
2019-09-30,1939942.251331481,1814863.9493195363,1509383.9969832948
